gender,education,age,political_ideology,household_income,marital_status,religion,race
2,3,36,7,15,1,1,1
1,5,77,2,8,1,2,1
2,3,65,6,19,1,12,1
2,2,61,4,11,1,2,1
2,2,80,4,2,4,11,2
2,3,30,6,3,6,12,1
1,3,51,2,10,4,11,1
1,3,63,5,7,1,4,1
2,3,48,6,2,4,11,1
2,3,73,4,6,6,1,1
2,5,26,6,17,6,11,1
1,2,74,1,8,1,2,3
2,3,42,99,1,4,3,3
2,1,49,6,8,1,2,3
1,4,27,5,12,1,1,3
1,5,53,1,19,6,12,1
1,3,64,3,1,4,11,1
2,2,61,6,9,1,1,1
1,4,26,1,17,6,9,1
2,3,66,7,7,1,1,1
1,4,-9,5,-9,3,1,1
2,4,29,4,19,6,12,2
2,4,57,7,18,1,1,1
2,3,66,5,21,1,2,1
1,2,25,6,1,6,2,2
1,2,36,2,10,6,11,2
1,2,31,4,9,1,3,3
1,4,70,3,-9,1,2,1
1,4,42,5,20,6,12,3
2,3,75,99,4,1,1,1
2,5,57,3,16,1,2,3
1,4,-9,99,-9,6,2,3
1,5,61,2,16,1,1,1
2,3,63,2,5,1,11,1
1,4,80,7,12,1,1,1
2,5,80,99,15,3,1,1
1,4,58,6,15,1,2,1
1,5,50,3,13,1,11,2
2,3,38,99,2,6,11,6
1,4,64,6,14,4,1,1
1,4,62,3,14,1,2,1
1,5,64,2,13,6,10,1
2,2,45,5,11,4,11,1
2,3,59,4,11,1,10,1
1,3,75,5,1,3,1,1
2,1,80,5,3,3,11,1
1,3,23,4,11,6,10,1
2,3,55,2,4,1,1,1
1,5,63,6,17,1,12,1
1,3,80,6,22,1,2,1
1,4,61,5,-9,4,1,1
2,4,74,3,6,6,1,2
2,3,41,4,8,1,2,1
2,4,34,5,17,1,12,1
2,5,42,2,22,1,2,1
2,4,64,2,20,1,12,2
2,3,38,2,7,6,2,2
2,-2,32,4,10,1,-9,1
2,3,53,1,1,4,11,2
2,2,65,6,13,1,1,1
2,1,80,4,4,3,2,1
2,4,71,4,11,3,2,1
2,3,66,6,6,4,4,3
2,4,63,3,13,4,1,2
1,3,55,7,4,1,11,1
2,3,55,6,19,1,11,3
2,3,46,6,14,1,4,1
1,2,65,99,1,4,11,2
1,2,49,4,15,4,11,3
2,4,69,3,11,1,1,1
1,4,-9,99,-9,1,11,2
1,1,57,6,10,4,11,1
1,4,80,6,15,3,1,1
2,3,55,4,20,1,1,1
1,5,78,2,22,1,11,1
1,3,26,99,17,6,12,3
1,3,66,5,-9,4,1,1
1,3,41,3,17,4,12,2
1,5,29,1,12,6,12,3
1,3,79,2,2,4,10,1
1,5,71,2,18,1,1,1
1,4,24,2,9,6,12,1
1,5,63,6,21,1,1,1
2,4,42,4,13,1,3,1
2,3,43,4,1,5,11,2
1,2,66,4,4,3,11,2
1,3,56,4,18,1,10,1
1,2,68,6,7,1,4,1
2,4,60,6,-9,1,1,-9
2,5,-9,6,6,1,11,1
2,4,58,6,20,1,2,1
2,2,79,2,-9,1,1,1
1,1,36,6,16,1,12,1
2,3,36,6,17,1,12,1
2,2,80,99,7,3,2,2
1,5,74,6,22,1,11,5
2,3,65,99,-9,3,1,1
1,3,58,5,21,1,12,5
2,5,50,2,19,6,12,1
2,3,28,6,8,1,2,1
2,3,55,4,1,1,11,2
1,2,80,6,15,4,1,1
2,3,56,5,17,1,2,1
1,3,39,4,6,6,12,1
1,1,29,4,5,1,2,3
2,4,33,4,18,1,1,1
1,3,58,5,18,1,12,1
1,3,71,4,14,1,1,1
2,5,-9,2,17,6,11,2
2,4,35,1,16,1,11,2
2,4,49,99,18,1,11,2
1,4,73,6,18,5,1,1
2,4,43,4,14,1,2,3
2,4,30,99,16,6,12,3
1,4,-9,5,1,6,1,3
1,4,71,4,21,1,12,1
2,1,47,4,7,1,6,4
2,3,28,99,10,1,1,1
2,4,80,6,22,3,2,1
1,4,55,7,-9,1,4,1
2,5,73,2,18,6,11,1
1,3,62,4,18,1,10,1
2,3,51,4,7,3,1,1
2,2,67,99,4,1,1,1
1,3,-9,4,10,1,12,1
2,5,80,2,3,3,10,1
2,4,30,2,1,6,10,1
2,1,58,4,1,4,2,3
1,3,27,4,1,6,12,2
1,5,48,5,21,1,2,3
1,2,60,2,6,1,2,3
1,3,45,2,22,1,10,2
2,3,40,3,5,5,9,1
2,2,37,99,10,1,12,3
2,4,27,5,3,1,11,1
1,4,49,2,10,4,12,1
1,2,80,6,20,3,1,1
1,2,54,4,19,1,11,1
2,5,44,2,13,1,1,1
1,5,59,4,21,4,2,1
1,5,46,5,22,1,2,1
1,4,69,2,6,1,2,1
1,2,39,5,11,4,11,3
1,5,77,3,-9,1,1,1
2,3,80,2,17,1,2,1
2,4,29,6,2,1,1,1
2,4,72,2,8,1,1,2
2,5,50,4,22,1,1,1
1,4,38,4,1,6,12,1
1,5,53,2,22,1,7,4
2,-2,63,4,17,1,2,1
2,2,70,5,-9,1,2,1
1,3,50,3,15,1,11,1
2,3,26,7,11,1,11,6
2,3,75,4,6,4,12,1
1,5,-9,2,-9,1,2,-9
1,4,49,5,19,1,2,1
2,4,63,6,9,6,1,1
1,3,77,5,18,4,4,1
1,4,65,3,12,4,11,1
1,2,56,5,2,1,11,1
2,2,72,7,9,1,2,1
1,4,25,2,14,6,10,4
1,2,80,4,9,1,2,1
1,4,69,5,-9,1,12,1
1,5,-9,4,11,1,11,3
1,3,23,3,4,6,2,3
1,2,56,5,19,1,12,1
1,5,35,3,15,1,12,1
2,3,80,6,8,1,1,1
2,3,64,6,14,1,1,1
1,3,65,5,5,1,12,1
2,3,62,99,8,3,12,2
2,3,54,99,2,4,11,3
2,4,70,5,20,1,2,1
1,5,38,2,21,5,10,1
1,5,54,3,21,1,12,1
1,2,72,99,7,1,2,1
2,4,75,2,21,3,10,1
2,2,66,99,3,6,11,1
1,4,52,4,10,6,12,1
2,4,56,2,21,1,11,1
2,5,70,3,9,1,2,1
2,-2,68,3,13,1,2,1
1,4,25,5,10,6,11,6
1,4,22,4,1,6,11,1
2,4,63,4,4,4,11,2
1,4,80,4,19,1,1,1
1,3,55,7,16,1,1,1
2,5,35,3,22,1,1,4
2,3,41,6,21,1,11,1
1,4,68,1,20,1,9,3
2,4,43,2,22,1,5,1
2,5,68,2,17,1,5,1
2,4,80,6,10,3,1,1
2,4,64,4,19,1,1,1
2,3,24,1,1,6,9,1
2,3,62,1,11,6,10,4
1,1,58,2,9,1,12,3
1,4,32,3,10,1,12,1
1,4,36,2,11,6,9,1
2,4,29,4,13,1,1,1
2,4,67,3,19,1,1,1
1,1,60,6,9,1,1,1
2,4,41,5,17,1,11,1
2,3,25,99,10,6,11,1
1,3,30,1,16,6,12,1
1,1,63,99,7,6,12,2
2,2,67,99,-9,3,12,1
2,4,47,6,17,1,1,6
1,1,54,4,2,6,12,1
2,4,71,4,9,4,1,2
2,5,45,1,21,1,2,1
2,3,63,3,1,1,2,1
2,2,42,99,8,4,11,6
1,4,55,4,21,1,10,1
2,4,63,5,20,4,12,1
2,4,73,2,13,4,12,1
1,5,62,4,20,1,1,2
1,5,50,4,-9,1,12,6
2,4,49,4,5,1,12,2
1,3,58,99,20,1,2,1
1,4,77,99,9,4,1,1
2,3,80,2,11,3,12,1
1,5,78,5,22,1,10,1
1,3,69,6,-9,1,2,1
2,4,49,2,16,4,11,5
1,3,79,7,22,1,1,1
2,5,68,2,19,4,5,1
2,3,57,6,5,1,11,1
2,3,26,99,14,6,12,2
1,2,78,7,9,1,1,1
2,3,34,4,3,6,11,1
2,3,54,4,4,6,11,1
2,3,46,4,4,4,2,3
2,4,72,2,17,1,12,1
2,2,49,4,-9,1,2,1
2,4,51,6,12,3,1,1
1,5,69,5,22,6,1,1
1,3,68,3,1,4,2,2
2,4,68,99,14,1,2,1
2,3,33,6,3,4,1,1
2,5,29,2,18,1,2,4
2,1,59,4,6,6,1,2
2,3,42,4,6,6,11,2
2,3,67,99,15,1,1,2
1,4,63,4,18,1,12,1
2,4,24,2,22,6,9,3
2,4,42,3,21,6,12,1
1,5,41,2,21,1,10,1
2,3,24,4,5,6,11,3
1,3,30,4,4,6,6,1
1,3,65,6,19,1,12,1
2,1,41,99,10,1,12,3
1,4,24,99,15,6,9,1
2,1,78,4,10,3,11,1
2,4,33,1,17,1,1,1
1,2,35,99,10,6,2,1
1,4,42,5,21,1,1,1
1,3,29,6,21,1,11,1
2,3,74,6,-9,1,1,1
1,3,23,4,10,6,9,3
2,4,39,7,14,1,2,4
2,4,69,4,-9,4,4,1
1,5,30,4,13,1,6,4
1,4,29,2,18,1,9,6
2,3,46,4,17,6,2,3
2,2,54,4,11,1,1,1
1,4,61,4,17,1,2,1
2,5,39,5,13,3,1,1
1,4,68,6,15,1,12,1
1,3,73,6,9,3,1,1
2,3,25,99,15,1,11,3
2,3,65,5,15,1,2,1
1,3,25,4,7,6,-9,1
1,5,72,6,11,1,10,1
1,3,67,99,17,1,2,1
1,2,29,4,5,1,2,3
-9,4,-9,99,-9,1,2,-9
1,5,34,2,21,1,9,1
1,4,27,6,18,1,2,1
2,2,63,4,3,3,11,1
2,3,80,99,6,3,1,2
1,3,49,4,3,1,9,1
2,3,55,5,22,1,1,1
2,3,40,4,19,1,1,3
2,3,46,99,15,4,11,1
1,5,76,4,19,3,2,1
2,3,61,99,1,1,2,1
2,5,37,4,17,1,12,1
1,4,80,5,14,1,1,1
1,3,39,2,16,6,1,1
2,5,64,2,16,1,9,1
1,3,34,3,2,6,12,3
2,3,80,4,2,4,1,1
1,5,47,4,21,1,2,1
1,5,39,6,22,1,2,1
1,3,74,6,19,1,1,1
1,2,62,99,15,1,11,2
2,3,58,5,13,1,1,1
1,3,67,7,10,1,1,1
1,4,77,4,10,1,2,1
2,3,42,6,9,4,11,1
2,2,53,6,22,1,1,1
1,5,65,4,21,1,12,1
2,4,49,5,9,6,2,1
1,1,39,6,17,1,11,1
1,4,69,6,5,1,4,1
2,3,58,99,2,6,11,2
2,5,77,5,21,1,9,1
1,3,45,6,22,1,11,1
1,4,39,5,21,1,2,1
1,3,42,4,10,1,11,4
2,3,41,4,1,5,11,1
2,3,49,4,1,1,11,5
2,5,39,3,21,1,1,1
2,4,75,6,5,4,1,1
2,5,52,2,21,1,12,1
1,5,71,2,10,3,1,1
2,5,61,4,19,1,12,1
2,5,80,2,17,3,1,1
1,2,59,3,15,4,2,1
1,5,68,2,1,4,9,1
2,2,50,4,22,1,3,1
2,4,67,2,10,4,2,1
2,5,27,3,1,6,12,4
1,5,28,2,9,6,9,6
1,2,67,3,16,1,2,1
2,3,66,3,15,1,2,1
2,3,42,4,1,4,4,1
2,2,62,99,5,3,1,3
2,5,37,2,11,6,12,3
1,5,47,1,-9,1,1,1
1,3,52,6,17,1,1,1
2,4,58,6,18,1,2,1
1,5,73,6,1,1,1,1
2,3,75,6,16,1,1,1
2,4,51,4,11,4,10,6
2,3,24,4,1,6,2,3
2,3,71,4,16,1,2,1
1,5,68,6,18,4,12,4
2,4,-9,6,-9,1,12,1
2,3,61,4,-9,1,12,1
1,2,65,6,1,1,3,1
2,1,80,6,5,3,2,1
1,2,40,99,11,1,2,1
2,3,57,4,11,1,2,1
2,2,50,6,5,4,1,1
1,1,80,99,2,4,1,1
1,4,75,4,22,1,9,1
2,3,30,3,13,6,10,6
1,3,65,6,19,1,2,1
1,3,46,1,22,1,9,1
1,3,44,3,15,4,11,2
2,5,35,2,22,1,11,1
2,4,80,1,11,4,11,1
1,2,48,4,8,1,2,1
2,3,39,7,16,1,11,1
2,3,35,5,9,1,11,1
2,-2,31,3,19,1,12,1
1,4,31,6,15,1,2,1
1,2,25,4,3,1,10,6
2,5,30,5,2,1,12,1
1,2,75,99,10,1,1,1
1,4,62,5,20,1,1,1
1,3,72,3,14,1,12,1
1,4,44,5,22,1,3,3
2,2,-9,4,13,1,2,1
1,1,80,7,6,1,1,1
1,5,79,6,18,1,2,1
2,3,65,5,14,1,1,1
2,3,30,4,5,4,12,2
1,3,44,4,2,6,11,1
1,3,52,7,7,4,11,1
1,3,47,4,15,1,12,1
2,3,56,2,17,1,1,1
2,3,38,3,19,1,1,1
2,3,24,2,5,6,12,1
1,5,32,5,19,5,11,2
1,3,62,5,22,1,1,1
1,5,36,6,21,1,1,1
2,3,50,2,1,5,11,1
2,3,77,99,-9,1,2,1
2,4,48,1,4,6,11,2
2,4,35,1,15,1,12,1
1,-2,-9,6,10,6,1,1
2,4,59,3,16,4,7,4
1,5,43,4,20,6,2,1
1,3,39,99,13,1,2,1
2,4,55,99,21,1,2,1
1,4,40,4,15,6,12,2
2,5,46,5,1,4,1,1
1,3,80,3,7,1,2,1
2,4,41,1,9,6,11,1
2,-2,72,6,10,1,1,1
2,2,27,4,13,6,12,1
2,2,28,4,2,6,12,2
1,5,80,3,8,3,1,1
1,3,71,6,15,1,1,1
1,3,44,3,4,6,11,1
1,5,46,6,20,1,2,1
2,5,42,6,22,1,2,1
2,5,53,3,10,4,12,3
1,3,54,99,9,1,2,1
1,3,36,5,19,6,12,1
2,2,50,99,7,3,2,1
1,3,27,6,2,6,1,1
1,4,57,7,19,1,1,1
1,4,28,5,16,6,3,1
2,3,47,4,17,1,12,1
2,2,61,6,1,1,1,1
1,2,71,6,4,1,-9,1
1,5,62,2,16,6,12,2
1,4,22,1,12,6,10,1
1,3,63,6,13,1,11,1
1,5,71,1,20,1,12,1
2,1,77,99,4,3,1,1
2,4,65,3,4,6,12,1
1,2,55,5,7,6,1,1
2,3,44,2,4,4,11,2
2,3,76,6,10,1,1,1
2,4,61,1,18,1,2,1
1,2,70,4,10,1,1,1
1,3,77,2,5,3,12,1
1,2,80,4,1,3,12,1
2,4,78,7,10,1,2,3
1,3,54,5,11,6,12,6
1,4,71,99,16,6,12,4
1,2,45,99,10,1,10,1
2,5,34,2,15,1,11,6
1,4,40,3,15,4,2,3
2,5,80,4,-9,4,-9,6
1,4,33,1,22,1,9,1
2,3,53,6,16,1,1,1
2,2,66,2,14,4,1,1
1,3,37,3,10,1,2,3
1,5,71,4,5,1,1,5
2,3,47,2,14,4,11,2
2,3,80,6,7,6,2,1
2,3,62,99,17,4,12,1
1,2,52,2,3,6,11,1
1,3,58,6,17,4,9,4
2,3,69,99,4,1,11,1
1,4,57,99,13,1,4,3
1,5,45,99,22,1,1,1
1,1,55,99,6,4,2,5
2,4,33,2,9,6,10,1
1,4,56,99,6,1,11,5
1,3,67,5,11,1,8,4
1,4,61,4,20,6,10,1
2,3,75,6,5,4,1,1
1,3,37,3,8,1,12,3
1,4,23,2,9,6,1,1
2,5,43,2,20,1,10,4
1,2,48,4,15,6,2,1
2,4,80,6,7,3,2,1
2,3,44,2,17,1,1,3
2,3,80,2,2,4,1,1
2,2,41,5,16,1,2,1
1,3,80,6,11,1,1,1
2,3,69,5,8,4,1,1
2,3,37,5,8,6,12,1
2,5,53,2,20,1,5,1
1,5,46,5,1,6,11,2
1,5,40,1,14,1,1,1
2,4,26,2,18,6,1,6
1,3,55,7,14,1,1,1
1,5,73,4,16,4,10,1
2,1,50,99,1,6,11,1
1,5,63,4,1,1,12,4
1,4,58,4,10,4,2,3
2,4,40,1,4,6,12,1
2,4,63,2,21,1,5,1
2,4,34,4,17,6,12,6
1,3,77,7,13,1,1,1
2,2,68,2,11,1,10,1
1,3,66,6,7,6,12,5
2,1,39,2,3,6,10,1
2,-2,31,99,4,6,11,2
2,1,67,99,-9,1,11,2
1,3,78,4,7,3,1,1
1,3,49,7,12,1,2,1
1,4,43,6,21,1,1,1
1,5,38,3,9,1,7,1
2,4,51,3,10,1,1,1
2,5,33,4,21,1,3,1
1,3,60,6,6,1,1,1
1,3,60,2,16,1,12,1
2,4,50,4,21,1,12,1
2,3,45,7,19,1,1,1
2,4,73,99,12,4,12,6
1,1,64,5,5,1,1,1
2,5,31,4,11,6,1,2
1,2,35,6,8,6,11,1
1,3,29,4,11,6,2,1
1,4,47,5,21,1,1,1
2,3,34,4,21,1,2,3
1,2,31,7,20,1,11,1
2,5,63,6,19,1,1,1
1,4,36,4,17,1,10,1
2,5,41,2,18,1,9,1
1,5,80,3,8,1,10,1
1,3,53,2,20,1,9,1
1,3,55,6,12,4,1,1
1,5,54,4,10,4,11,2
1,2,67,4,8,1,12,4
2,1,61,1,1,4,12,1
2,4,25,6,17,1,11,1
2,5,-9,7,-9,1,1,1
2,3,63,4,4,3,11,1
2,4,43,3,14,1,12,1
2,3,53,6,21,1,1,1
2,5,64,6,16,4,11,1
2,2,-9,6,-9,3,1,-9
-9,3,-9,3,-9,-9,-9,3
1,2,56,6,20,1,11,1
1,5,41,1,22,1,9,1
1,5,35,6,19,1,1,1
1,1,78,99,11,4,1,1
1,2,54,4,15,1,11,1
1,3,65,99,4,4,12,2
2,3,36,6,16,1,1,1
1,4,59,6,17,1,1,6
1,3,61,7,21,1,11,1
2,3,39,2,2,6,10,6
2,4,33,4,5,1,2,1
2,4,43,3,10,4,11,2
1,4,27,3,17,6,1,4
2,2,34,1,8,6,11,2
2,4,73,6,7,4,1,1
1,3,34,3,17,6,1,2
1,2,60,4,1,6,11,1
1,3,50,4,21,1,11,1
2,-9,-9,4,-9,4,-9,-9
1,2,48,3,10,4,11,1
1,3,71,6,14,1,1,1
2,3,23,99,13,6,2,3
1,4,33,6,13,6,11,1
2,3,65,2,2,3,-9,1
2,4,22,7,16,6,1,1
1,5,54,4,11,1,7,4
2,3,-9,6,-9,1,1,1
2,5,51,4,17,1,11,2
1,3,52,6,12,6,12,1
-9,-9,-9,99,-9,-9,-9,-9
2,5,64,3,-9,1,11,1
2,5,55,3,22,1,2,3
2,4,41,1,15,1,1,1
1,2,37,6,18,1,2,1
2,4,43,4,18,1,1,1
1,5,76,6,21,1,2,1
1,5,72,6,15,3,1,1
1,3,37,7,22,1,1,1
1,1,59,4,4,4,12,1
2,3,50,99,4,4,11,3
1,2,57,7,18,1,2,1
2,3,44,1,19,1,12,1
2,5,38,1,17,1,7,1
1,5,39,6,14,6,11,1
1,4,28,2,2,6,12,6
1,3,42,4,-5,1,11,3
1,2,63,99,15,1,2,1
2,5,77,2,10,3,9,1
1,2,59,99,2,1,12,1
2,4,64,6,14,4,2,3
2,2,75,99,11,1,2,1
1,3,60,2,15,6,1,1
1,2,25,3,15,6,2,3
2,2,75,6,19,1,1,1
1,3,27,6,11,1,2,3
1,4,-9,6,18,1,1,3
2,4,37,7,10,1,2,1
2,3,25,99,1,6,3,1
2,3,66,6,16,4,1,1
1,3,64,4,7,4,11,2
2,2,60,99,-9,1,11,1
2,4,26,4,11,6,1,1
2,4,69,4,21,1,5,1
1,-2,21,4,19,6,1,3
2,4,67,6,10,1,1,5
1,4,23,1,19,6,9,1
1,3,62,6,10,6,1,1
2,5,63,7,14,4,1,1
2,3,39,5,7,6,11,2
1,4,80,5,15,1,12,1
1,4,23,5,9,6,1,1
2,1,72,4,2,3,2,1
2,4,51,7,17,6,1,1
2,4,62,4,7,6,1,2
1,3,49,6,20,1,1,1
1,3,64,6,19,1,1,1
2,2,50,99,3,4,3,1
2,1,39,99,2,6,12,1
2,5,46,4,15,1,12,3
1,5,34,4,17,1,12,1
2,3,54,99,-9,1,1,1
2,3,61,4,1,1,2,1
2,2,64,7,16,1,1,1
1,2,62,4,1,4,12,1
1,4,35,4,18,1,9,1
2,3,43,2,5,6,2,1
2,4,58,4,1,6,1,1
1,3,68,2,15,5,2,1
2,3,78,5,4,4,11,1
1,3,48,6,15,1,1,1
1,5,80,4,12,1,1,1
2,4,46,5,19,1,12,1
1,4,71,3,10,6,2,1
1,1,64,5,1,4,1,1
2,4,23,2,17,6,12,1
2,2,44,99,19,1,11,1
2,4,50,6,18,1,4,1
1,3,27,5,19,6,12,1
2,5,54,6,1,3,11,1
1,3,45,99,1,1,11,1
2,5,68,5,14,3,1,1
2,2,23,1,1,6,12,1
1,4,23,2,16,6,2,1
2,1,77,4,2,4,12,1
2,5,72,2,11,1,11,2
2,3,71,7,10,4,1,1
1,4,71,7,22,1,1,1
2,4,56,7,17,1,1,1
2,3,-9,7,1,3,11,1
1,-9,-9,99,-9,4,11,-9
1,2,62,4,16,1,2,1
1,3,35,4,14,6,2,1
2,2,70,1,15,3,11,2
2,3,29,4,13,1,2,1
2,2,71,99,6,1,2,1
1,2,36,99,13,6,9,1
1,4,66,6,5,1,12,1
2,5,58,3,11,1,5,6
2,4,71,3,10,1,11,3
2,1,42,1,1,6,11,2
2,3,77,7,3,3,1,1
2,4,43,4,13,1,10,1
2,1,59,4,10,1,12,1
2,5,32,4,21,1,3,1
2,3,66,6,5,3,1,1
1,3,61,5,19,1,1,1
2,2,80,5,-9,1,5,1
1,4,42,3,22,1,1,1
1,5,80,2,21,1,1,1
2,4,43,4,7,4,2,1
1,3,72,3,11,1,11,1
1,5,80,2,-9,3,11,1
2,4,35,4,17,1,4,1
1,5,52,5,13,1,12,6
1,4,73,4,17,1,11,4
2,5,55,3,20,1,12,1
2,4,35,4,1,6,11,1
2,2,59,99,7,4,11,1
1,1,55,3,15,1,2,3
2,4,38,2,18,1,7,2
2,4,51,3,16,1,12,1
2,3,69,1,-5,3,11,1
2,5,33,6,4,6,11,1
2,2,74,7,4,1,1,1
2,3,32,6,17,1,1,1
2,3,79,4,9,1,1,1
1,5,76,4,5,4,2,3
2,3,70,6,1,4,1,1
2,5,62,2,7,4,1,1
1,2,60,99,10,1,12,1
1,2,35,99,1,6,12,1
2,3,40,4,10,1,11,1
2,5,80,2,11,3,12,1
2,3,40,4,4,6,11,1
1,2,25,99,6,6,1,1
2,4,43,5,9,1,1,1
1,4,59,4,21,1,5,1
2,3,57,99,7,4,5,1
1,4,80,5,1,3,1,5
2,2,80,3,8,3,1,1
2,5,70,6,6,6,2,3
1,5,38,2,22,1,3,1
1,4,73,6,11,1,2,1
1,4,47,2,-9,6,2,1
1,3,37,3,17,1,12,1
1,2,48,99,7,6,2,1
2,3,33,5,15,1,3,1
1,3,65,99,16,1,12,1
2,5,60,5,9,6,1,1
2,3,67,4,18,1,2,3
1,3,-9,4,1,1,2,3
1,2,72,4,7,1,2,1
2,2,22,4,10,6,6,1
2,5,55,2,13,4,1,1
1,3,62,6,-9,1,1,1
1,5,38,5,22,1,1,1
2,2,52,7,6,1,1,1
2,4,45,2,22,1,1,1
1,5,40,6,1,1,9,6
2,2,68,7,5,1,1,1
2,4,53,6,3,5,1,1
1,3,63,2,16,1,1,6
2,2,80,7,10,1,1,1
2,3,55,99,15,1,12,1
2,5,71,7,6,1,1,1
2,5,62,3,20,1,11,1
2,4,64,4,17,1,2,1
2,4,62,2,21,1,1,1
2,5,41,99,1,5,1,2
1,2,24,99,1,6,12,1
2,3,71,6,8,1,1,1
2,5,39,2,18,1,11,3
2,3,39,3,-5,1,2,3
1,2,-9,6,-9,6,12,1
1,2,56,5,9,6,1,1
2,1,51,4,7,6,11,1
2,-2,79,6,6,4,12,1
2,4,35,2,22,1,2,1
1,3,39,5,15,1,1,1
2,5,73,4,15,3,1,2
2,4,49,3,4,4,10,1
2,4,44,4,19,1,10,1
2,4,57,3,20,1,8,4
1,2,22,4,5,6,9,1
2,5,80,2,-9,1,5,1
1,2,55,99,8,1,11,5
1,4,69,2,8,1,11,2
1,4,65,5,15,4,2,1
1,4,29,4,19,1,2,1
2,4,39,1,10,6,12,2
1,4,23,99,17,6,2,4
2,3,47,6,7,1,1,1
1,5,32,5,22,1,5,1
2,3,60,4,3,3,11,2
1,2,22,3,5,6,10,1
1,2,35,2,14,6,9,5
1,4,39,2,14,1,12,1
1,4,27,1,3,6,12,1
1,4,28,6,10,6,10,1
1,3,34,2,20,1,11,1
2,3,58,4,6,4,11,1
2,4,40,4,17,4,2,1
2,5,29,4,17,6,2,1
1,3,75,3,15,1,2,1
2,3,40,3,9,6,3,1
2,5,42,4,22,1,2,1
1,4,62,6,20,4,2,1
2,3,44,4,6,1,12,1
2,3,57,99,19,1,2,1
1,3,59,4,20,4,2,2
1,3,57,99,16,1,1,4
2,3,36,1,20,6,11,1
1,3,60,4,2,5,12,1
2,4,62,2,22,1,1,1
2,4,24,2,8,6,12,2
1,3,55,4,18,1,1,1
2,4,77,6,13,3,2,1
2,4,80,2,20,1,1,1
2,5,27,2,14,6,12,6
1,3,51,4,1,6,11,5
2,4,58,3,21,1,1,2
2,2,-9,99,-9,4,1,1
1,2,66,6,7,1,2,1
1,3,46,4,3,6,2,1
1,4,32,6,15,1,1,1
1,5,49,6,10,6,11,1
2,4,40,3,16,1,11,1
2,5,42,4,21,4,12,1
2,3,80,99,3,3,1,1
1,3,29,6,2,1,2,1
1,3,53,4,6,1,12,1
2,3,34,3,18,1,12,1
2,1,32,3,15,1,2,3
2,2,68,4,8,4,2,1
2,5,37,1,9,6,9,1
2,3,72,6,5,3,12,1
2,3,62,3,3,4,10,1
1,3,40,3,1,1,3,4
2,4,80,6,11,1,1,1
1,3,34,4,15,1,2,1
2,5,80,1,10,4,1,1
2,4,71,1,21,4,12,1
1,3,61,6,19,1,1,1
1,5,51,2,8,4,1,4
1,3,50,4,4,6,12,2
1,5,38,4,22,1,10,1
1,3,67,4,13,1,2,1
2,2,63,1,15,4,10,2
1,3,49,6,17,1,12,1
2,4,67,6,-9,1,1,1
1,4,60,2,19,4,10,1
2,1,27,4,22,5,3,3
1,5,26,2,22,6,5,1
1,4,50,4,19,1,2,3
1,5,52,3,21,1,2,1
1,5,72,6,18,1,1,1
1,4,35,2,7,6,10,3
1,4,73,6,9,3,12,1
1,4,61,99,1,1,2,1
1,3,59,6,20,1,10,1
1,2,59,6,21,1,1,1
-9,5,36,5,-9,-9,-9,-9
1,2,56,99,8,1,12,1
2,3,31,4,11,1,2,1
1,1,42,1,1,1,10,1
2,4,37,6,-9,1,2,1
1,5,67,6,11,1,5,1
2,5,79,2,10,3,2,1
2,5,49,2,20,1,12,1
2,5,37,6,20,6,12,1
2,2,70,5,2,6,1,1
2,3,58,4,1,3,12,2
2,4,25,2,11,6,10,1
1,4,42,6,13,1,2,1
1,3,25,4,10,4,1,1
1,5,80,4,12,1,8,4
2,2,55,99,3,4,3,1
2,3,57,7,4,6,2,3
2,5,44,2,22,1,5,1
2,4,56,6,19,1,2,1
2,4,55,4,16,1,6,4
2,3,63,3,9,1,12,1
2,5,40,99,4,6,2,3
2,2,60,6,12,1,11,1
1,2,55,99,16,1,11,1
1,2,70,4,3,4,4,1
2,5,52,6,12,1,1,1
2,5,35,1,22,1,12,1
1,3,47,2,16,1,12,1
2,3,62,5,22,4,1,1
1,3,35,5,22,1,12,1
1,4,70,4,5,4,11,1
1,2,43,99,15,1,12,1
2,3,54,4,5,4,1,1
2,5,36,99,16,4,11,1
1,4,39,6,14,1,5,1
2,3,38,4,17,1,2,1
1,5,44,7,19,1,2,1
1,5,41,5,20,1,1,1
2,2,40,4,6,6,2,1
1,5,41,2,22,6,12,1
2,3,44,5,16,1,11,1
2,3,63,4,-9,4,-9,5
2,3,77,99,6,3,11,2
2,3,26,99,6,6,11,2
1,3,68,3,16,1,11,1
1,3,80,4,-9,1,12,1
2,3,58,1,10,1,9,1
2,2,-9,5,3,4,11,1
2,3,43,6,14,1,1,1
2,4,37,99,21,1,1,1
2,3,46,7,18,1,1,3
2,2,31,3,1,6,1,2
2,5,74,2,7,1,9,1
2,3,29,2,3,6,10,4
1,2,51,6,3,6,12,1
2,3,36,4,12,1,3,1
2,3,80,3,-9,3,2,3
1,4,35,5,15,1,12,1
2,4,61,6,22,1,2,1
1,3,23,3,21,6,2,3
2,3,47,6,5,6,11,2
1,3,62,99,14,1,1,1
2,5,45,7,3,4,11,1
2,4,72,5,6,4,3,1
2,5,69,4,1,1,8,4
1,2,73,6,12,1,1,1
1,-2,76,2,1,1,7,1
1,3,55,6,9,6,2,1
2,3,70,3,3,3,8,2
1,3,71,6,18,1,1,1
